X,Y,class,BRUVid,BRUV,BRUV.date,BOSS,BOSS.date,ObjectId,GlobalID,x2,y2
114.5263721,-34.03368897,MBH,257,,,,,255,aa7f6e14-c126-4f1b-8a06-d27833da53ae,114.5263721,-34.03368897
114.9138721,-33.96618897,Legacy,258,Y,19/10/2020,Y,30/10/2020,256,51a403cc-8bc0-43b0-8a98-71cfc536d634,114.9138721,-33.96618897
114.9213721,-33.96868897,Legacy,259,Y,19/10/2020,Y,30/10/2020,257,6a3a0953-03e2-46da-9b49-651d8f2fa52c,114.9213721,-33.96868897
114.9163721,-33.97118897,Legacy,260,Y,19/10/2020,Y,30/10/2020,258,773479ee-7c35-4490-aec9-c0cf040e38d2,114.9163721,-33.97118897
114.9213721,-33.97618897,Legacy,261,Y,19/10/2020,Y,30/10/2020,259,5e1eb433-e7e9-4122-8d5c-010dc515934d,114.9213721,-33.97618897
114.8738721,-34.01368897,Legacy,262,Y,19/10/2020,Y,31/10/2020,260,211c5ead-709a-49b5-81b2-f9bb909788e6,114.8738721,-34.01368897
114.8788721,-34.00868897,Legacy,263,Y,19/10/2020,Y,31/10/2020,261,2537fda9-21db-44a6-a4cf-73135fef92f8,114.8788721,-34.00868897
114.8738721,-34.01868897,Legacy,264,Y,19/10/2020,Y,31/10/2020,262,24a9ba96-55d7-460d-9ae2-9d65724ece1a,114.8738721,-34.01868897
114.5363721,-34.14868897,Legacy,265,,,Y,7/11/2020,263,d6178f5a-c4f5-4e37-98c0-4fb9cbfc5811,114.5363721,-34.14868897
114.7588721,-34.02118897,Legacy,266,Y,15/10/2020,Y,8/11/2020,264,81ad2170-7f08-41a1-9534-4cc2ae6d7072,114.7588721,-34.02118897
114.7638721,-34.02618897,Legacy,267,F,15/10/2020,Y,8/11/2020,265,9e768499-bdfa-4a71-9944-9681357cf150,114.7638721,-34.02618897
114.7563721,-34.03118897,Legacy,268,,,,,266,93797f30-0c7b-4aa2-9a70-9bbdd180611a,114.7563721,-34.03118897
114.8138721,-33.98868897,Legacy,269,Y,19/10/2020,Y,30/10/2020,267,5e985f57-3859-4867-8d6c-2403e373a769,114.8138721,-33.98868897
114.8288721,-33.98868897,Legacy,270,,,,,268,b4ac6e31-552f-4735-aeec-11df1b02219a,114.8288721,-33.98868897
114.8213721,-33.99368897,Legacy,271,,,,,269,41a6d3b7-19f0-4d9b-88fd-d5b3a67fa644,114.8213721,-33.99368897
114.8138721,-34.00868897,Legacy,272,F,19/10/2020,Y,30/10/2020,270,53717b53-a332-48a9-acd2-f6de7b216d0a,114.8138721,-34.00868897
114.8213721,-33.99868897,Legacy,273,Y,19/10/2020,Y,30/10/2020,271,54fa8360-c295-4628-b3a2-0f4b6bd20fdb,114.8213721,-33.99868897
114.4763721,-34.09118897,Legacy,274,,,Y,7/11/2020,272,840390ed-f5d1-4f15-a3a8-1fca70423087,114.4763721,-34.09118897
114.6463721,-34.09868897,Legacy,275,,,Y,11/11/2020,273,cd41cba8-f892-45b0-93dd-d22936154cd9,114.6463721,-34.09868897
114.6363721,-34.10118897,Legacy,276,,,Y,11/11/2020,274,78f759fa-b2e9-4986-9816-189eb8943b8d,114.6363721,-34.10118897
114.6463721,-34.10618897,Legacy,277,,,Y,11/11/2020,275,1ca3a87a-812a-4a03-a13e-3f72a4fa6d4e,114.6463721,-34.10618897
114.6388721,-34.11118897,Legacy,278,,,Y,11/11/2020,276,ee8025ba-28e2-45d0-84ff-375d15165958,114.6388721,-34.11118897
114.6663721,-34.07868897,Legacy,279,,,,,277,d773167e-5470-4ec1-93a3-0d8f933c0bbb,114.6663721,-34.07868897
114.6738721,-34.08868897,Legacy,280,Y,23/10/2020,Y,11/11/2020,278,300d0f5b-05f5-492b-94ec-3f002649967f,114.6738721,-34.08868897
114.5413721,-34.13868897,Legacy,281,,,Y,7/11/2020,279,718ac1ce-6b81-46f0-86b3-c600101ea4d1,114.5413721,-34.13868897
114.5438721,-34.14618897,Legacy,282,F,29/10/2020,Y,7/11/2020,280,a4678656-c7d6-45e6-8327-9791170a29d4,114.5438721,-34.14618897
114.5363721,-34.13868897,Legacy,283,,,Y,7/11/2020,281,6580d468-e6ba-42a3-ba93-7e856e3bb7c8,114.5363721,-34.13868897
114.4763721,-34.06618897,Legacy,284,,,Y,7/11/2020,282,d52fa0de-0020-4c43-905e-4806cf9e7468,114.4763721,-34.06618897
114.4763721,-34.07368897,Legacy,285,,,Y,7/11/2020,283,c82cdb32-ecba-4c9e-87f6-2cae94698fba,114.4763721,-34.07368897
114.4788721,-34.07868897,Legacy,286,,,Y,7/11/2020,284,bfb19d24-3b1e-4ebd-9a11-bfa88de19913,114.4788721,-34.07868897
114.4738721,-34.07868897,Legacy,287,,,Y,7/11/2020,285,bf555c47-ed98-43c3-a25d-f6cca11a7907,114.4738721,-34.07868897
114.4813721,-34.09118897,Legacy,288,,,Y,7/11/2020,286,c93ad6c3-1fc6-4992-bc08-c066942d19ed,114.4813721,-34.09118897
114.7263721,-34.06368897,Legacy,289,,,,,287,d5535f52-28c1-472f-9217-ddd6225cc9a2,114.7263721,-34.06368897
114.7188721,-34.06868897,Legacy,290,Y,23/10/2020,Y,8/11/2020,288,ffd6f3b9-caf5-4dae-b065-d0d9f53107cf,114.7188721,-34.06868897
114.7488721,-34.08368897,Legacy,291,Y,22/10/2020,,,289,d0922167-c6b0-4712-a84f-33ed0a05a894,114.7488721,-34.08368897
114.7588721,-34.08868897,Legacy,293,Y,22/10/2020,,,290,431d0486-dc4a-4297-b151-38b7fdacf1c8,114.7588721,-34.08868897
114.7538721,-34.08368897,Legacy,294,Y,22/10/2020,,,291,c4ea45d1-baa2-405b-9d3e-85d0eaf3554a,114.7538721,-34.08368897
114.7538721,-34.10368897,Legacy,295,Y,22/10/2020,Y,4/11/2020,292,7b75ce32-d224-4e0c-84b4-30d016021016,114.7538721,-34.10368897
114.7463721,-34.09368897,Legacy,296,,,,,293,18956c91-86a9-45e1-a532-e72c12d63574,114.7463721,-34.09368897
114.7488721,-34.10618897,Legacy,297,Y,22/10/2020,Y,4/11/2020,294,9b578d1d-6ba6-4fc8-8f27-f6857faf6d92,114.7488721,-34.10618897
114.6713721,-34.07618897,Legacy,298,Y,23/10/2020,Y,11/11/2020,295,c2b76658-1393-41bc-995f-0a9be790f31d,114.6713721,-34.07618897
114.6763721,-34.08118897,Legacy,299,Y,23/10/2020,Y,11/11/2020,296,6e0a6b4e-6ebb-4959-b9ca-b2b59bd29ebe,114.6763721,-34.08118897
114.6688721,-34.08618897,Legacy,300,,,,,297,9b2a49f0-9e54-4438-bb3a-ff56a8ed99c0,114.6688721,-34.08618897
114.6813721,-34.07868897,Legacy,301,,,,,298,c1b0fa07-5485-4b80-b087-22a4bab36528,114.6813721,-34.07868897
114.7238721,-34.07118897,Legacy,302,Y,23/10/2020,Y,8/11/2020,299,8c543c30-66ce-4d34-8e9c-1cd17f2b9ae7,114.7238721,-34.07118897
114.7288721,-34.05618897,Legacy,303,,,,,300,b90207d8-0cef-4ab0-a4db-7d5d8c829a4a,114.7288721,-34.05618897
114.7313721,-34.06618897,Legacy,304,,,,,301,7b23116d-5886-45d3-9426-5cc1815e93ea,114.7313721,-34.06618897
114.7238721,-34.05868897,Legacy,305,,,,,302,824797d0-3135-4381-b3ec-37de814caecd,114.7238721,-34.05868897
114.7338721,-34.10118897,Legacy,306,Y,22/10/2020,,,303,d28fc3c6-617f-4bf3-95cb-e6d99a7ee7b6,114.7338721,-34.10118897
114.7263721,-34.11868897,Legacy,307,Y,22/10/2020,Y,4/11/2020,304,82f7a698-d18c-4706-9bb0-dee9b29a1acd,114.7263721,-34.11868897
114.7288721,-34.11118897,Legacy,308,Y,22/10/2020,Y,4/11/2020,305,5609493f-bf84-43e7-a7ac-6269b6ac1658,114.7288721,-34.11118897
114.7213721,-34.11618897,Legacy,309,,,,,306,f578e65c-d449-4f2b-b78f-201416ee4f04,114.7213721,-34.11618897
114.7738721,-34.05868897,Legacy,310,Y,15/10/2020,Y,8/11/2020,307,34d5742a-29ec-4712-860a-932fd345b4ed,114.7738721,-34.05868897
114.7688721,-34.05618897,Legacy,311,Y,15/10/2020,Y,8/11/2020,308,4c77f247-49c7-4f8d-a0e5-0078003d8993,114.7688721,-34.05618897
114.7763721,-34.06618897,Legacy,312,Y,15/10/2020,Y,8/11/2020,310,b826d37b-3305-4ea1-9155-d1aa62a975e1,114.7763721,-34.06618897
114.7563721,-34.09618897,Legacy,313,Y,22/10/2020,Y,4/11/2020,311,f4887b5a-3d99-486e-8d5d-fe5eddce3fd0,114.7563721,-34.09618897
114.7488721,-34.10118897,Legacy,314,,,,,312,15696a80-3710-473f-b72e-cf7615f5836b,114.7488721,-34.10118897
114.7513721,-34.09368897,Legacy,315,,,,,313,2c7cdc8c-83da-4d63-aa94-87aba25a0e47,114.7513721,-34.09368897
114.7363721,-34.09118897,Legacy,316,,,,,314,3f53c602-b598-4528-83d2-f3f695bb3d28,114.7363721,-34.09118897
114.7263721,-34.09118897,Legacy,317,,,,,315,f9611ce5-f234-4a1f-a113-117f7bcc9e3a,114.7263721,-34.09118897
114.7413721,-34.09368897,Legacy,318,,,,,316,125ffb26-4169-4fc8-9d1f-70a93ebe8ff8,114.7413721,-34.09368897
114.7313721,-34.09368897,Legacy,319,Y,22/10/2020,,,317,33bf5c30-bb2e-4df6-a690-0f823ff860da,114.7313721,-34.09368897
114.7263721,-34.09868897,Legacy,320,,,,,318,b58a4788-5ff4-47a5-99d9-2aa4564f74af,114.7263721,-34.09868897
114.4680833,-34.04818333,Deans,321,,,Y,7/11/2020,319,4f35b6bf-ee78-4f87-a5d2-f1de602e4732,114.4680833,-34.04818333
114.5438833,-34.03273333,Deans,322,,,Y,7/11/2020,320,af11d5ea-7716-4177-8a9e-8928f0579b4a,114.5438833,-34.03273333
114.6001,-34.03103333,Deans,323,,,Y,11/11/2020,321,582c1826-e4c0-4179-ac9b-7fdfcb152d31,114.6001,-34.03103333
114.6406,-33.99836667,Deans,324,Y,23/10/2020,Y,11/11/2020,322,c350332b-7d79-4566-a3d3-9b2d2b711a39,114.6406,-33.99836667
114.7443,-33.99175,Deans,325,Y,15/10/2020,Y,8/11/2020,323,23740e5c-6805-4568-9e0a-41267ede25bc,114.7443,-33.99175
114.6892833,-34.00425,Deans,326,,,Y,11/11/2020,324,e18f9d60-1386-47a1-85c0-ab2ec02ff93f,114.6892833,-34.00425
114.7623833,-34.02946667,Deans,327,Y,15/10/2020,Y,8/11/2020,325,8aa3170d-ff07-49f6-b3d5-39e72e37e5ad,114.7623833,-34.02946667
114.8213667,-33.99356667,Deans,328,Y,19/10/2020,Y,30/10/2020,326,f8ebb668-f226-459f-b166-a725b4ba3d53,114.8213667,-33.99356667
114.7266333,-34.06481667,Deans,329,Y,23/10/2020,Y,8/11/2020,327,e5a6e36a-2a70-49ea-b438-c59bc1516705,114.7266333,-34.06481667
114.7545,-34.08833333,Deans,330,Y,22/10/2020,,,328,651bb525-ff35-4f70-bfe4-7657bb242547,114.7545,-34.08833333
114.75005,-34.0984,Deans,331,Y,22/10/2020,Y,4/11/2020,329,ebfaf995-7ee4-442f-bcae-8053cf644ebb,114.75005,-34.0984
114.7344833,-34.09718333,Deans,332,Y,22/10/2020,,,330,8f2bd9c2-f5db-47e0-b8c1-1492d76759b6,114.7344833,-34.09718333
114.7251333,-34.11301667,Deans,333,Y,22/10/2020,Y,4/11/2020,331,81c4ed3a-ccaf-40ae-bb17-860bbe2a8dd2,114.7251333,-34.11301667
114.7753667,-34.06155,Deans,334,Y,15/10/2020,Y,8/11/2020,332,b7e5b0a6-f05b-411e-906e-90a5940316a0,114.7753667,-34.06155
114.7939833,-34.06686667,Deans,335,Y,15/10/2020,Y,8/11/2020,333,72587c77-40b2-4f4a-979f-7fa95f76d735,114.7939833,-34.06686667
114.8663667,-34.0924,Deans,336,F,16/10/2020,Y,31/10/2020,334,0e574a83-16a7-4826-ad97-3ee85f0840d2,114.8663667,-34.0924
114.8202333,-34.00536667,Deans,337,Y,19/10/2020,Y,30/10/2020,335,d161e8a0-85a7-43e7-91c6-39c8c99c2f30,114.8202333,-34.00536667
114.92245,-33.97231667,Deans,338,Y,19/10/2020,Y,30/10/2020,336,1e17d07f-55ef-4f90-adba-22d2942304a9,114.92245,-33.97231667
114.8785,-34.01461667,Deans,339,Y,19/10/2020,Y,31/10/2020,337,c0320868-6dfb-48bb-bfa5-a10d525906d0,114.8785,-34.01461667
114.5377833,-34.14303333,Deans,340,,,Y,7/11/2020,338,8f2a4a96-049a-41d8-a638-d2b1195b84e2,114.5377833,-34.14303333
114.47755,-34.07246667,Deans,341,,,Y,7/11/2020,339,e9d05254-9503-4b0c-8a9e-48b9bd76e7ca,114.47755,-34.07246667
114.47515,-34.09581667,Deans,342,,,Y,7/11/2020,340,ebfcd5d2-8d56-4acc-8d79-795056abe91f,114.47515,-34.09581667
114.6407167,-34.10261667,Deans,343,,,Y,11/11/2020,341,0e73a97e-7d58-4464-8b4d-d6523be58ad8,114.6407167,-34.10261667
114.6744,-34.0844,Deans,344,F,23/10/2020,Y,11/11/2020,342,3544e54a-d3d5-4469-ab68-24fce42f26bc,114.6744,-34.0844
114.5513721,-34.02868897,Legacy,345,,,Y,7/11/2020,343,a8853c48-5a6e-4b93-a4dd-2a9b57c9df7e,114.5513721,-34.02868897
114.5463721,-34.02618897,Legacy,346,,,Y,7/11/2020,344,9edf3bd3-5df0-41a1-8f33-d0310ab5c659,114.5463721,-34.02618897
114.5413721,-34.02868897,Legacy,347,,,Y,7/11/2020,345,3cfe98fd-ef1e-4353-8990-5fdb5fbd8e6c,114.5413721,-34.02868897
114.5463721,-34.03368897,Legacy,348,,,,,346,d15271fb-8824-43b9-be14-41c376bd1971,114.5463721,-34.03368897
114.5963721,-34.02368897,Legacy,349,,,Y,11/11/2020,347,caa448ae-0b4a-4cfa-8b53-49bcf16696c6,114.5963721,-34.02368897
114.6038721,-34.02618897,Legacy,350,,,Y,11/11/2020,348,ce504b40-0723-4b8c-8ca4-67503016cc04,114.6038721,-34.02618897
114.5963721,-34.03118897,Legacy,351,,,Y,11/11/2020,349,ffe4f5c9-c1e2-4570-ae0c-532dbbe0ffa9,114.5963721,-34.03118897
114.5988721,-34.03618897,Legacy,352,,,Y,11/11/2020,350,4efb34e1-eb1a-4ade-b4c9-a6d9d62d3a36,114.5988721,-34.03618897
114.8390667,-34.05436667,Deans,353,Y,15/10/2020,Y,31/10/2020,351,052d040e-dcf2-419b-939d-053431b4edd6,114.8390667,-34.05436667
114.84,-34.06605,Deans,354,Y,15/10/2020,,,352,45ba57b2-9b9d-43d1-b6e2-dfaadc975861,114.84,-34.06605
114.9111,-34.05473333,Deans,355,Y,29/10/2020,,,353,3301b0a8-ad04-4876-91cf-b3a54afd0b30,114.9111,-34.05473333
114.9184667,-34.06956667,Deans,356,Y,16/10/2020,Y,31/10/2020,354,9021d92c-b1f1-478e-803e-8f77f10971f5,114.9184667,-34.06956667
114.928,-34.08496667,Deans,357,Y,16/10/2020,,,355,590dfbc4-3508-4a83-89f1-b9bedf8f8678,114.928,-34.08496667
114.4763721,-34.04618897,Legacy,358,,,Y,7/11/2020,356,6d1a331a-fc06-49f1-a76f-fc60d4691742,114.4763721,-34.04618897
114.4688721,-34.05368897,Legacy,359,,,,,357,f57cbbd1-2a3a-4178-a775-c0f813489e5e,114.4688721,-34.05368897
114.4713721,-34.04368897,Legacy,360,,,Y,7/11/2020,358,5c1ff7fd-f851-4b90-bcd1-93459a50a361,114.4713721,-34.04368897
114.7413721,-33.98868897,Legacy,361,Y,15/10/2020,Y,8/11/2020,359,37acbc21-9a2d-43f8-aae7-3497bd1cf449,114.7413721,-33.98868897
114.7438721,-33.99368897,Legacy,362,,,,,360,7a6e07a5-9233-4cf4-97c2-98cdba7681da,114.7438721,-33.99368897
114.7513721,-33.98618897,Legacy,363,Y,15/10/2020,Y,8/11/2020,361,b68536b8-38b1-4d7a-ad7c-a9890626ca32,114.7513721,-33.98618897
114.6888721,-34.00868897,Legacy,364,,,Y,11/11/2020,362,2ad7c1be-b02e-46a6-ba2a-bf07c838cf03,114.6888721,-34.00868897
114.7538721,-34.02368897,Legacy,365,Y,15/10/2020,Y,8/11/2020,363,7072ff1b-6314-4cde-807e-1c06d0e5a156,114.7538721,-34.02368897
114.7688721,-34.02868897,Legacy,366,,,,,364,61c3e2c6-8a23-496f-8de2-5865133fa561,114.7688721,-34.02868897
114.7613721,-34.03368897,Legacy,367,,,,,365,59939e41-9d0f-4816-8115-ca9a8a44deda,114.7613721,-34.03368897
114.7663721,-34.03368897,Legacy,368,,,,,366,5f6f81d8-0280-4e3a-a0a9-1130a2d0ba2c,114.7663721,-34.03368897
114.5913721,-34.02868897,Legacy,369,,,Y,11/11/2020,367,394d4070-ff79-4a8c-a73c-a85066dd09f3,114.5913721,-34.02868897
114.6463721,-33.99618897,Legacy,370,Y,23/10/2020,Y,11/11/2020,368,ee3292e5-7983-42dd-bbdf-53ea1ecdb09a,114.6463721,-33.99618897
114.6388721,-34.00118897,Legacy,371,,,,,369,75305375-fed9-4068-a851-4b1828ed67e5,114.6388721,-34.00118897
114.6438721,-34.00618897,Legacy,372,F,23/10/2020,Y,11/11/2020,370,c0163b7a-19ee-4b88-bc35-5ef556a86174,114.6438721,-34.00618897
114.7388721,-33.99618897,Legacy,373,,,,,371,bf6c9159-4679-4dc3-80d2-c1a011555e3b,114.7388721,-33.99618897
114.7463721,-33.98618897,Legacy,374,Y,15/10/2020,Y,8/11/2020,372,8ac67da4-bda1-42c6-bb92-ff64c398d2f3,114.7463721,-33.98618897
114.7488721,-33.99618897,Legacy,375,,,,,373,5a31d3e8-783f-416b-a757-30f34a6cb011,114.7488721,-33.99618897
114.7588721,-34.13868897,MBH,377,Y,22/10/2020,Y,4/11/2020,374,5bfbea85-1811-4e10-8b08-6c963c5334a6,114.7588721,-34.13868897
114.6388721,-33.99368897,Legacy,378,Y,23/10/2020,Y,11/11/2020,375,d6c03576-ad47-4093-b4e2-3b91a356506a,114.6388721,-33.99368897
114.6813721,-34.08368897,Legacy,379,,,,,376,d098d4c4-0754-486b-b5d2-d60e17caa9a5,114.6813721,-34.08368897
