"campaignid","sample","latitude","longitude","depth","method","depth.multibeam","slope","aspect","roughness","tpi","flowdir","detrended"
"2020-06_south-west_stereo-BRUVs","01",-34.128599,114.930865,46.7,"BRUV",47.4797134399414,0.0555727742612362,4.79111480712891,0.547453999519348,-0.0651882737874985,16,-3.20522594451904
"2020-06_south-west_stereo-BRUVs","02",-34.125316,114.928838,44.4,"BRUV",45.1958084106445,0.0496233701705933,0.844672918319702,0.546893239021301,0.00855654664337635,1,-0.580976068973541
"2020-06_south-west_stereo-BRUVs","03",-34.126906,114.925945,39.3,"BRUV",40.2618675231934,0.0870457291603088,5.08118295669556,0.901534616947174,-0.0303972065448761,16,4.00337600708008
"2020-06_south-west_stereo-BRUVs","04",-34.122634,114.920337,44.1,"BRUV",45.5152435302734,0.00527942134067416,4.21239185333252,0.0663362219929695,-0.027452178299427,4,-1.06260538101196
"2020-06_south-west_stereo-BRUVs","05",-34.131497,114.915753,44.1,"BRUV",44.2462730407715,0.00257452391088009,6.24385786056519,0.0452103689312935,-0.0148035427555442,32,-1.17071223258972
"2020-06_south-west_stereo-BRUVs","06",-34.132842,114.912405,43.2,"BRUV",44.1712760925293,0.00608334364369512,2.55073308944702,0.0743396729230881,0.0191150102764368,1,-1.38399052619934
"2020-06_south-west_stereo-BRUVs","07",-34.134771,114.910241,43.9,"BRUV",44.3988380432129,0.00236326595768332,2.22338032722473,0.058172307908535,0.0105492249131203,1,-1.80646884441376
"2020-06_south-west_stereo-BRUVs","08",-34.129352,114.911755,39.6,"BRUV",41.0257835388184,0.160393059253693,3.11744499206543,1.79340493679047,0.0956711024045944,16,2.00835418701172
"2020-06_south-west_stereo-BRUVs","09",-34.119541,114.916105,43.8,"BRUV",44.8568687438965,0.0171171668916941,0.246698305010796,0.221910074353218,0.0177089478820562,1,-0.30343958735466
"2020-06_south-west_stereo-BRUVs","10",-34.117294,114.918685,45.7,"BRUV",46.7235488891602,0.0427488386631012,0.555694401264191,0.420584291219711,-0.10969565063715,1,-1.66758036613464
"2020-06_south-west_stereo-BRUVs","11",-34.117752,114.92306,45.08,"BRUV",46.6423110961914,0.012820091098547,0.376470923423767,0.262039422988892,-0.130563974380493,16,-1.33685755729675
"2020-06_south-west_stereo-BRUVs","12",-34.132262,114.928545,40.1,"BRUV",40.0310287475586,0.0558522343635559,3.14711999893188,0.533334016799927,0.100559093058109,16,3.7294545173645
"2020-06_south-west_stereo-BRUVs","13",-34.128506,114.930547,45.2,"BRUV",46.9983139038086,0.196070551872253,1.60546064376831,1.6631383895874,0.118448741734028,1,-2.72138381004333
"2020-06_south-west_stereo-BRUVs","14",-34.128381,114.925457,35,"BRUV",37.0380210876465,0.138590648770332,0.462677180767059,1.37394464015961,0.0955904647707939,1,7.01488351821899
"2020-06_south-west_stereo-BRUVs","15",-34.125012,114.91032,43,"BRUV",43.7839584350586,0.120717614889145,3.27855157852173,1.44986534118652,0.121169224381447,1,-0.36316442489624
"2020-06_south-west_stereo-BRUVs","16",-34.126181,114.906548,40.9,"BRUV",43.624698638916,0.12195710837841,2.24533796310425,1.22358381748199,0.0901490747928619,1,-0.524068117141724
"2020-06_south-west_stereo-BRUVs","17",-34.132142,114.92083,40.2,"BRUV",41.5524291992188,0.109106674790382,2.92102718353271,1.06109070777893,0.0958095341920853,1,1.791255235672
"2020-06_south-west_stereo-BRUVs","18",-34.128679,114.924078,35.8,"BRUV",36.1955490112305,0.0246960036456585,5.14682245254517,0.281069546937943,0.050883661955595,16,7.73628520965576
"2020-06_south-west_stereo-BRUVs","20",-34.130219,114.820233,51.7,"BRUV",52.6652565002441,0.0225472021847963,5.51938915252686,0.197806462645531,0.0211992673575878,16,0.195996358990669
"2020-06_south-west_stereo-BRUVs","21",-34.128151,114.817448,52.4,"BRUV",52.7222518920898,0.0104595348238945,5.92639207839966,0.123128719627857,0.0492234192788601,16,0.447963327169418
"2020-06_south-west_stereo-BRUVs","22",-34.126271,114.819552,51.9,"BRUV",52.7560882568359,0.00756106711924076,6.16169309616089,0.077839270234108,-0.0280629303306341,32,-0.536510705947876
"2020-06_south-west_stereo-BRUVs","23",-34.124217,114.817017,51.3,"BRUV",52.6917495727539,0.032309103757143,5.25280857086182,0.404467165470123,-0.0708637982606888,64,-0.208098590373993
"2020-06_south-west_stereo-BRUVs","24",-34.118739,114.826402,49.8,"BRUV",50.2355155944824,0.00334377051331103,3.38142395019531,0.052878625690937,0.0183858927339315,16,-0.428386300802231
"2020-06_south-west_stereo-BRUVs","25",-34.116829,114.828432,48.4,"BRUV",49.6295890808105,0.00778982043266296,3.69658660888672,0.104789063334465,-0.0310216750949621,4,-0.337080121040344
"2020-06_south-west_stereo-BRUVs","26",-34.120881,114.828907,48.4,"BRUV",49.8594207763672,0.0762365907430649,1.42335116863251,0.69279408454895,-0.0705940723419189,1,-0.330067038536072
"2020-06_south-west_stereo-BRUVs","27",-34.121824,114.832898,47.8,"BRUV",48.0381278991699,0.0061937477439642,2.2938916683197,0.0894938111305237,0.0496774315834045,1,0.815145015716553
"2020-06_south-west_stereo-BRUVs","28",-34.112916,114.852137,44.7,"BRUV",44.7076530456543,0.00264507881365716,0.0615939944982529,0.218783304095268,0.058922003954649,1,-0.427327871322632
"2020-06_south-west_stereo-BRUVs","29",-34.111084,114.855648,43,"BRUV",44.6790351867676,0.0099295349791646,3.02002573013306,0.165702775120735,-0.071789488196373,2,-1.02348756790161
"2020-06_south-west_stereo-BRUVs","30",-34.112094,114.85946,42.9,"BRUV",44.5010261535645,0.0289961658418179,0.290490031242371,0.265856087207794,-0.0339890457689762,1,-1.17089807987213
"2020-06_south-west_stereo-BRUVs","31",-34.116007,114.860738,44.4,"BRUV",44.3971252441406,0.0475980415940285,5.87649345397949,0.497400850057602,0.0568328946828842,16,-0.884761035442352
"2020-06_south-west_stereo-BRUVs","32",-34.130076,114.86109,43.2,"BRUV",44.2820472717285,0.0104147139936686,4.89211416244507,0.130573451519012,-0.0450236536562443,64,0.549505829811096
"2020-06_south-west_stereo-BRUVs","33",-34.133067,114.8627,43.6,"BRUV",44.1517639160156,0.00112629833165556,6.21295261383057,0.062193725258112,-0.0394057147204876,64,0.783392012119293
"2020-06_south-west_stereo-BRUVs","34",-34.131334,114.866053,42.7,"BRUV",44.3274917602539,0.00248564081266522,1.41518700122833,0.0496698431670666,0.00740935606881976,1,0.0335719771683216
"2020-06_south-west_stereo-BRUVs","35",-34.134801,114.869348,43.8,"BRUV",43.7988090515137,0.0282502043992281,5.83792924880981,0.31948646903038,0.0146322231739759,16,0.499473601579666
"2020-06_south-west_stereo-BRUVs","36",-34.130484,114.878263,42.2,"BRUV",42.6771087646484,0.00661533325910568,4.8821587562561,0.347261607646942,-0.188021197915077,16,0.587494134902954
"2020-06_south-west_stereo-BRUVs","37",-34.126354,114.878937,41.2,"BRUV",42.9754600524902,0.00650046160444617,4.76165914535522,0.127465009689331,0.0625854581594467,16,0.160662069916725
"2020-06_south-west_stereo-BRUVs","38",-34.127912,114.883938,41.8,"BRUV",42.6322326660156,0.00867035333067179,0.189330294728279,0.0891804099082947,0.0271209757775068,1,0.321686148643494
"2020-06_south-west_stereo-BRUVs","39",-34.132294,114.884797,42.2,"BRUV",42.7178649902344,0.00696979509666562,6.04023456573486,0.0805319026112556,0.0086384667083621,16,0.212171867489815
"2020-06_south-west_stereo-BRUVs","40",-34.133669,114.880443,41.2,"BRUV",42.7340507507324,0.00730094313621521,0.762133181095123,0.0730073153972626,-0.00310669117607176,1,0.498070776462555
"2020-10_south-west_stereo-BRUVs","IO1",-34.07868897,114.7788721,64.6,"BRUV",65.6674957275391,0.0431446768343449,1.15633881092072,0.52597314119339,-0.143256038427353,1,1.87606859207153
"2020-10_south-west_stereo-BRUVs","IO100",-34.07618897,114.9088721,43.6,"BRUV",45.0910873413086,0.0112025616690516,2.68355751037598,0.102293722331524,0.0275074914097786,1,0.0347711853682995
"2020-10_south-west_stereo-BRUVs","IO101",-34.07868897,114.8963721,43.5,"BRUV",43.679988861084,0.00687466934323311,2.47570037841797,0.211391478776932,0.139415368437767,16,0.78760826587677
"2020-10_south-west_stereo-BRUVs","IO102",-34.07118897,114.9113721,45.2,"BRUV",47.0694580078125,0.00549482274800539,4.14322710037231,0.103398732841015,-0.00245452392846346,16,-1.75378715991974
"2020-10_south-west_stereo-BRUVs","IO113",-34.05868897,114.7388721,111,"BRUV",112.577453613281,0.0148628521710634,4.61365175247192,0.139174088835716,-0.0156077891588211,16,-2.28028225898743
"2020-10_south-west_stereo-BRUVs","IO115",-34.05368897,114.7363721,112,"BRUV",113.642753601074,0.00110156566370279,4.06704330444336,0.0411942899227142,0.0222100131213665,16,-1.83569133281708
"2020-10_south-west_stereo-BRUVs","IO117",-34.06368897,114.7388721,115,"BRUV",113.879768371582,0.0104874419048429,4.59193706512451,0.147990956902504,-0.0516542494297028,16,-2.30789971351624
"2020-10_south-west_stereo-BRUVs","IO119",-34.07618897,114.9038721,43.8,"BRUV",44.696044921875,0.0116848172619939,1.06971180438995,0.12452057749033,-0.0387625955045223,1,0.183357790112495
"2020-10_south-west_stereo-BRUVs","IO122",-34.11618897,114.8263721,57.4,"BRUV",50.4696960449219,0.0172675345093012,3.95606184005737,0.180318027734756,0.00675179436802864,16,-0.839992046356201
"2020-10_south-west_stereo-BRUVs","IO123",-34.10618897,114.8188721,49.1,"BRUV",50.9112434387207,0.00730342464521527,3.16468596458435,0.137288480997086,-0.0129145178943872,1,-0.168066024780273
"2020-10_south-west_stereo-BRUVs","IO125",-34.10868897,114.8263721,55.8,"BRUV",50.4277305603027,0.00144854793325067,4.76830339431763,0.0800388902425766,-0.0011867790017277,4,-0.962883353233337
"2020-10_south-west_stereo-BRUVs","IO126",-34.11368897,114.8188721,58.2,"BRUV",50.2694892883301,0.0277976859360933,4.4094090461731,0.272008001804352,0.000508562137838453,16,0.573253989219666
"2020-10_south-west_stereo-BRUVs","IO15",-34.06118897,114.8663721,40.8,"BRUV",41.6138381958008,0.0125653007999063,4.50707340240479,0.138964518904686,0.0512776114046574,16,0.60516220331192
"2020-10_south-west_stereo-BRUVs","IO153",-34.04618897,114.8888721,42.6,"BRUV",44.0345077514648,0.011098706163466,0.4918292760849,0.166476517915726,-0.0894761085510254,32,-0.0892726331949234
"2020-10_south-west_stereo-BRUVs","IO155",-34.04368897,114.8838721,41.9,"BRUV",43.3107223510742,0.00372268864884973,1.09329891204834,0.0561608225107193,0.0150177730247378,1,-0.119619816541672
"2020-10_south-west_stereo-BRUVs","IO16",-34.07368897,114.8688721,41.4,"BRUV",42.2464141845703,0.0151782501488924,0.669108986854553,0.187644988298416,-0.0100833503529429,1,0.281866103410721
"2020-10_south-west_stereo-BRUVs","IO164",-34.03368897,114.9038721,44.1,"BRUV",45.528190612793,0.00185369083192199,6.04321146011353,0.0751663222908974,-0.0395506210625172,2,1.61172640323639
"2020-10_south-west_stereo-BRUVs","IO165",-34.04368897,114.8988721,42.6,"BRUV",44.6251945495605,0.00765587948262691,1.34976744651794,0.0914602130651474,0.00277754967100918,1,1.32727372646332
"2020-10_south-west_stereo-BRUVs","IO17",-34.06368897,114.8763721,41.1,"BRUV",41.8505020141602,0.00768694840371609,2.10043692588806,0.193832382559776,0.00814539566636086,2,0.801787853240967
"2020-10_south-west_stereo-BRUVs","IO184",-34.04118897,114.9038721,45.9,"BRUV",46.1635208129883,0.00756509229540825,1.39638924598694,0.147029384970665,0.000379144883481786,1,0.977124154567719
"2020-10_south-west_stereo-BRUVs","IO195",-34.09368897,114.8588721,43.4,"BRUV",44.4779396057129,0.00848811864852905,0.749370753765106,0.264085441827774,-0.0857414901256561,128,-1.58781111240387
"2020-10_south-west_stereo-BRUVs","IO199",-34.08618897,114.8613721,42.1,"BRUV",43.6505317687988,0.00562915857881308,1.75496971607208,0.125424206256866,-0.03463039919734,64,-0.904768943786621
"2020-10_south-west_stereo-BRUVs","IO201",-34.05618897,114.8338721,45.3,"BRUV",46.3686332702637,0.00168202619533986,5.37563276290894,0.0420740395784378,-0.00192121008876711,64,-0.392403036355972
"2020-10_south-west_stereo-BRUVs","IO204",-34.06618897,114.7863721,61.5,"BRUV",61.809455871582,0.0214835405349731,4.76703214645386,0.199199438095093,0.0778786092996597,16,-2.86980724334717
"2020-10_south-west_stereo-BRUVs","IO206",-34.06368897,114.7913721,58.2,"BRUV",59.5322723388672,0.0291665811091661,4.56142520904541,0.307464212179184,-0.0519588254392147,16,-3.34140801429749
"2020-10_south-west_stereo-BRUVs","IO207",-34.06118897,114.7863721,60.4,"BRUV",61.4954719543457,0.0103847375139594,0.868234395980835,0.116135582327843,-0.000762558251153678,1,-3.07608079910278
"2020-10_south-west_stereo-BRUVs","IO210",-34.09118897,114.8738721,43.5,"BRUV",43.5444564819336,0.0204819329082966,2.63784766197205,0.271453410387039,0.0927882120013237,1,-0.571295261383057
"2020-10_south-west_stereo-BRUVs","IO211",-34.05618897,114.9063721,43.5,"BRUV",45.161506652832,0.0441244319081306,3.03247237205505,0.465435028076172,0.209395498037338,1,1.11560535430908
"2020-10_south-west_stereo-BRUVs","IOC06",-34.048689,114.876372,41.5,"BRUV",43.0109443664551,0.0151884146034718,2.70702147483826,0.153023704886436,-0.0390498898923397,1,-0.533647358417511
"2020-10_south-west_stereo-BRUVs","IO216",-34.06118897,114.9163721,47.5,"BRUV",49.1489028930664,0.0147570194676518,2.1850905418396,0.189138561487198,-0.0105741480365396,1,-2.67233324050903
"2020-10_south-west_stereo-BRUVs","IO217",-34.06618897,114.9188721,47.1,"BRUV",48.9898262023926,0.00512141780927777,5.5519380569458,0.102575033903122,0.0278605781495571,16,-3.05967783927917
"2020-10_south-west_stereo-BRUVs","IO218",-34.07368897,114.9213721,46.8,"BRUV",48.042423248291,0.0100928610190749,4.44660997390747,0.14501228928566,0.00308661721646786,16,-2.57749199867249
"2020-10_south-west_stereo-BRUVs","IO220",-34.05618897,114.8438721,43.7,"BRUV",45.2445335388184,0.00368701037950814,5.43181753158569,0.0561291500926018,-0.0160788297653198,64,-1.39459085464478
"2020-10_south-west_stereo-BRUVs","IO222",-34.06618897,114.8313721,45,"BRUV",47.0668029785156,0.00867082830518484,0.659488797187805,0.113450415432453,0.0277473758906126,1,0.787986934185028
"2020-10_south-west_stereo-BRUVs","IO223",-34.07118897,114.8463721,42.9,"BRUV",44.5804786682129,0.0448356680572033,0.238639011979103,0.492157727479935,0.0375465825200081,1,-0.038769107311964
"2020-10_south-west_stereo-BRUVs","IO224",-34.06118897,114.8388721,43.6,"BRUV",45.5779113769531,0.0128636034205556,2.30205941200256,0.162884503602982,-0.0223447512835264,1,-0.25942263007164
"2020-10_south-west_stereo-BRUVs","IO225",-34.07118897,114.8338721,44.9,"BRUV",46.7266235351562,0.00801679212599993,5.51101779937744,0.114013098180294,-0.0320116728544235,64,1.04481339454651
"2020-10_south-west_stereo-BRUVs","IO226",-34.06368897,114.8438721,42.8,"BRUV",45.0395240783691,0.00807511061429977,5.21813488006592,0.173603385686874,0.044159509241581,16,-0.581985473632812
"2020-10_south-west_stereo-BRUVs","IO235",-34.06618897,114.9138721,46.5,"BRUV",48.3635025024414,0.0220952089875937,5.03687810897827,0.184455037117004,-0.000980594893917441,16,-2.59898567199707
"2020-10_south-west_stereo-BRUVs","IO236",-34.08118897,114.9238721,46.8,"BRUV",47.212718963623,0.00311262207105756,0.646905064582825,0.159580409526825,0.0852798745036125,1,-1.68795800209045
"2020-10_south-west_stereo-BRUVs","IO237",-34.08118897,114.9363721,43.2,"BRUV",44.6443290710449,0.0157771427184343,5.27653551101685,0.198263421654701,0.063244953751564,16,0.414495438337326
"2020-10_south-west_stereo-BRUVs","IO239",-34.09118897,114.9313721,45.9,"BRUV",46.4702949523926,0.00912100728601217,3.50116109848022,0.174415841698647,0.0293895453214645,1,-0.514435231685638
"2020-10_south-west_stereo-BRUVs","IO264",-34.01868897,114.8738721,42,"BRUV",43.5122833251953,0.0155911520123482,4.78934240341187,0.177388116717339,0.0103508364409208,16,-0.975126564502716
"2020-10_south-west_stereo-BRUVs","IO266",-34.02118897,114.7588721,67.3,"BRUV",68.8574523925781,0.00560329342260957,5.2212119102478,0.0464423522353172,0.00187039631418884,16,3.27504992485046
"2020-10_south-west_stereo-BRUVs","IO267",-34.02618897,114.7638721,62.5,"BRUV",64.5450592041016,0.0143635999411345,4.42311429977417,0.156918227672577,0.059410136193037,16,3.29358506202698
"2020-10_south-west_stereo-BRUVs","IO291",-34.08368897,114.7488721,109,"BRUV",110.938209533691,0.00927691720426083,4.9156379699707,0.200377628207207,0.0597576498985291,16,-3.365483045578
"2020-10_south-west_stereo-BRUVs","IO293",-34.08868897,114.7588721,111,"BRUV",97.463249206543,0.0199352130293846,5.13522577285767,0.339440584182739,0.143855795264244,16,0.789582312107086
"2020-10_south-west_stereo-BRUVs","IO294",-34.08368897,114.7538721,114,"BRUV",103.135696411133,0.0162508990615606,3.4193217754364,0.18002100288868,0.0649144053459167,16,-1.00631070137024
"2020-10_south-west_stereo-BRUVs","IO295",-34.10368897,114.7538721,109,"BRUV",111.865882873535,0.0157812368124723,4.36691617965698,0.169879496097565,-0.0167573560029268,16,-1.10815346240997
"2020-10_south-west_stereo-BRUVs","IO297",-34.10618897,114.7488721,114,"BRUV",116.420806884766,0.00548155466094613,5.5842604637146,0.0740857496857643,0.00101594324223697,16,-0.275159150362015
"2020-10_south-west_stereo-BRUVs","IO3",-34.07618897,114.7838721,62,"BRUV",63.8271942138672,0.00905114784836769,2.00000262260437,0.149193525314331,-0.0159253906458616,1,-1.72064554691315
"2020-10_south-west_stereo-BRUVs","IO306",-34.10118897,114.7338721,124,"BRUV",123.75318145752,0.0133850704878569,4.97723627090454,0.143818244338036,-0.0350492559373379,16,0.116119660437107
"2020-10_south-west_stereo-BRUVs","IO308",-34.11118897,114.7288721,126,"BRUV",127.938461303711,0.00161183113232255,3.63153648376465,0.147516831755638,-0.0999175533652306,64,1.11299633979797
"2020-10_south-west_stereo-BRUVs","IO310",-34.05868897,114.7738721,64.7,"BRUV",66.4332122802734,0.018620016053319,3.72022199630737,0.193088635802269,0.00485529284924269,16,1.15599095821381
"2020-10_south-west_stereo-BRUVs","IO311",-34.05618897,114.7688721,66.1,"BRUV",68.142951965332,0.05435436591506,4.29347658157349,0.546657025814056,0.0095237772911787,16,3.83554482460022
"2020-10_south-west_stereo-BRUVs","IO312",-34.05868897,114.7788721,61.2,"BRUV",62.5155296325684,0.0388182066380978,0.122407585382462,0.34496146440506,-0.0110633885487914,1,0.607216000556946
"2020-10_south-west_stereo-BRUVs","IO313",-34.09618897,114.7563721,108,"BRUV",105.474250793457,0.020100574940443,4.69585800170898,0.212352320551872,0.0320427864789963,16,-0.561267375946045
"2020-10_south-west_stereo-BRUVs","IO319",-34.09368897,114.7313721,124,"BRUV",123.514381408691,0.0117351999506354,3.2642560005188,0.173707202076912,-0.0418502502143383,4,-0.255840301513672
"2020-10_south-west_stereo-BRUVs","IO327",-34.02946667,114.7623833,65.4,"BRUV",68.0822677612305,0.0626635253429413,3.62614631652832,0.738942325115204,-0.0700967609882355,16,1.84452152252197
"2020-10_south-west_stereo-BRUVs","IO329",-34.06481667,114.7266333,121,"BRUV",119.754028320312,0.00909778289496899,2.71583080291748,0.100801154971123,0.0154979806393385,1,3.43991255760193
"2020-10_south-west_stereo-BRUVs","IO330",-34.08833333,114.7545,116,"BRUV",104.475830078125,0.0308287795633078,3.90981388092041,0.334849119186401,-0.0128930862993002,16,-1.0078661441803
"2020-10_south-west_stereo-BRUVs","IO331",-34.0984,114.75005,112,"BRUV",113.951141357422,0.00443462887778878,2.51235389709473,0.100793793797493,-0.0703336969017982,8,-1.53672111034393
"2020-10_south-west_stereo-BRUVs","IO332",-34.09718333,114.7344833,124,"BRUV",122.686325073242,0.0121352719143033,4.92943048477173,0.127494350075722,-0.0614568963646889,32,-0.219289839267731
"2020-10_south-west_stereo-BRUVs","IO333",-34.11301667,114.7251333,127,"BRUV",129.646667480469,0.0250718370079994,1.80177927017212,0.266453981399536,-0.0631539449095726,1,1.8761899471283
"2020-10_south-west_stereo-BRUVs","IO334",-34.06155,114.7753667,64,"BRUV",64.3121871948242,0.0103932656347752,4.89234781265259,0.121318489313126,-0.0428724735975266,16,2.56419444084167
"2020-10_south-west_stereo-BRUVs","IO335",-34.06686667,114.7939833,58,"BRUV",55.6530609130859,0.0187101755291224,1.86122357845306,0.183412149548531,0.0176261533051729,1,-0.32679095864296
"2020-10_south-west_stereo-BRUVs","IO336",-34.0924,114.8663667,43.2,"BRUV",43.8465003967285,0.0139455068856478,2.61396932601929,0.218288093805313,-0.0223465152084827,1,-1.1989198923111
"2020-10_south-west_stereo-BRUVs","IO339",-34.01461667,114.8785,41.1,"BRUV",43.1958847045898,0.120608262717724,2.66976475715637,1.08627915382385,-0.0573793612420559,1,-0.540106177330017
"2020-10_south-west_stereo-BRUVs","IO34",-34.06118897,114.8713721,41.3,"BRUV",41.6334991455078,0.0037939737085253,4.41403007507324,0.051752120256424,-0.00730139994993806,16,0.710711061954498
"2020-10_south-west_stereo-BRUVs","IO353",-34.05436667,114.8390667,44.1,"BRUV",45.7797164916992,0.00811530090868473,2.96181225776672,0.0995716899633408,0.00396050466224551,1,-1.13807332515717
"2020-10_south-west_stereo-BRUVs","IO354",-34.06605,114.84,45,"BRUV",45.2560234069824,0.0484213158488274,1.09929704666138,0.711502254009247,0.166377916932106,1,0.319853603839874
"2020-10_south-west_stereo-BRUVs","IO355",-34.05473333,114.9111,45,"BRUV",48.2121391296387,0.0124946748837829,2.10110330581665,0.123001247644424,0.0227356590330601,1,-1.16762435436249
"2020-10_south-west_stereo-BRUVs","IO356",-34.06956667,114.9184667,46.8,"BRUV",48.0400314331055,0.0629106312990189,3.18541526794434,0.650116205215454,-0.151162832975388,16,-2.40649914741516
"2020-10_south-west_stereo-BRUVs","IO357",-34.08496667,114.928,45.9,"BRUV",46.9443626403809,0.0270079486072063,3.51379728317261,0.293936163187027,-0.0441990569233894,16,-1.29723262786865
"2020-10_south-west_stereo-BRUVs","IO365",-34.02368897,114.7538721,73.7,"BRUV",74.8368835449219,0.044084545224905,3.27218174934387,0.460404813289642,-0.0234606489539146,1,3.36517739295959
"2020-10_south-west_stereo-BRUVs","IO4",-34.09118897,114.7813721,65.6,"BRUV",66.2459106445312,0.0103950127959251,3.76189374923706,0.155126079916954,0.00698157493025064,16,1.96548807621002
"2020-10_south-west_stereo-BRUVs","IO5",-34.08868897,114.7763721,66.7,"BRUV",67.9530410766602,0.0581219382584095,5.25726509094238,0.771015584468842,-0.289277821779251,32,5.7736439704895
"2020-10_south-west_stereo-BRUVs","IO62",-34.13368897,114.7663721,105,"BRUV",107.089500427246,0.0288272947072983,4.55966567993164,0.251429378986359,0.0118069527670741,16,-4.74608469009399
"2020-10_south-west_stereo-BRUVs","IO66",-34.01618897,114.8813721,42.8,"BRUV",43.9862594604492,0.00477563636377454,1.98938608169556,0.0963488444685936,0.0495943836867809,1,-1.2844831943512
"2020-10_south-west_stereo-BRUVs","IO72",-34.03618897,114.8463721,43.6,"BRUV",44.8937377929688,0.00777726480737329,1.96941900253296,0.144326627254486,-0.0370512716472149,4,-1.04367566108704
"2020-10_south-west_stereo-BRUVs","IO73",-34.02868897,114.8588721,40.4,"BRUV",42.7724189758301,0.00659455312415957,4.85594987869263,0.117185570299625,-0.0391493700444698,32,0.329768925905228
"2020-10_south-west_stereo-BRUVs","IO74",-34.02868897,114.8513721,42.2,"BRUV",43.6176948547363,0.0401049293577671,3.93464469909668,0.443297833204269,0.126659348607063,16,0.317104399204254
"2020-10_south-west_stereo-BRUVs","IO75",-34.03368897,114.8538721,42.2,"BRUV",43.3397064208984,0.0105760274454951,3.87344694137573,0.343008130788803,-0.127494648098946,4,-0.124360449612141
"2020-10_south-west_stereo-BRUVs","IO80",-34.09368897,114.8888721,41.6,"BRUV",43.3240814208984,0.00773208681493998,5.75593757629395,0.173669368028641,0.0024007314350456,32,0.949510753154755
"2020-10_south-west_stereo-BRUVs","IO81",-34.09868897,114.8913721,42,"BRUV",43.4842071533203,0.00425382424145937,6.09019327163696,0.0805202722549438,0.0449133813381195,16,0.984733760356903
"2020-10_south-west_stereo-BRUVs","IO91",-34.09368897,114.8938721,43.5,"BRUV",43.9561996459961,0.00301470863632858,2.96203684806824,0.0483486987650394,0.00642768992111087,1,0.726822257041931
"2020-10_south-west_stereo-BRUVs","IO92",-34.09868897,114.8863721,42.3,"BRUV",43.1557731628418,0.00519266398623586,0.651881873607635,0.232062593102455,0.114127837121487,1,0.88773250579834
"2020-10_south-west_stereo-BRUVs","IOC04",-34.08755,114.749265,109,"BRUV",111.827835083008,0.0155314318835735,4.23333549499512,0.174964338541031,0.0258505064994097,16,-3.08182239532471
"2020-10_south-west_stereo-BRUVs","IOC05",-34.05394,114.899843,43.2,"BRUV",44.5112724304199,0.00568532384932041,5.06285905838013,0.0818845257163048,0.0359132997691631,16,1.01801919937134
"2020-10_south-west_stereo-BRUVs","IO215",-34.06868897,114.9263721,46.7,"BRUV",47.6453475952148,0.0114597426727414,4.37252950668335,0.11937602609396,0.000983458943665028,16,-2.01162123680115
"2021-03_West-Coast_BOSS","148",-34.0518,114.925,46.6,"BOSS",48.6064300537109,0.0225354172289371,6.04973459243774,0.314443022012711,0.179710164666176,16,-0.586004734039307
"2021-03_West-Coast_BOSS","2",-34.0604,114.924,47.3,"BOSS",48.9218826293945,0.0423611886799335,4.13919925689697,0.477385550737381,-0.0353736877441406,16,-2.26083040237427
"2021-03_West-Coast_BOSS","99",-34.0555,114.916,47.2,"BOSS",49.0374946594238,0.00439033750444651,0.968702375888824,0.073315791785717,-0.0299423150718212,128,-1.69195652008057
"2021-03_West-Coast_BOSS","127",-34.0545,114.91,44,"BOSS",46.2981109619141,0.0298471562564373,0.203874811530113,0.500425159931183,0.0675293132662773,1,0.653820157051086
