"campaignid","sample","longitude","latitude","depth","broad.seagrasses","date","id","method"
"2020-06_south-west_stereo-BRUVs","01",114.930865,-34.128599,46.7,0,"20200602","2020-06_south-west_stereo-BRUVs.01","BOSS"
"2020-06_south-west_stereo-BRUVs","02",114.928838,-34.125316,44.4,1,"20200602","2020-06_south-west_stereo-BRUVs.02","BOSS"
"2020-06_south-west_stereo-BRUVs","03",114.925945,-34.126906,39.3,1,"20200602","2020-06_south-west_stereo-BRUVs.03","BOSS"
"2020-06_south-west_stereo-BRUVs","04",114.920337,-34.122634,44.1,0,"20200602","2020-06_south-west_stereo-BRUVs.04","BOSS"
"2020-06_south-west_stereo-BRUVs","05",114.915753,-34.131497,44.1,0,"20200602","2020-06_south-west_stereo-BRUVs.05","BOSS"
"2020-06_south-west_stereo-BRUVs","06",114.912405,-34.132842,43.2,0,"20200602","2020-06_south-west_stereo-BRUVs.06","BOSS"
"2020-06_south-west_stereo-BRUVs","07",114.910241,-34.134771,43.9,0,"20200602","2020-06_south-west_stereo-BRUVs.07","BOSS"
"2020-06_south-west_stereo-BRUVs","08",114.911755,-34.129352,39.6,0,"20200602","2020-06_south-west_stereo-BRUVs.08","BOSS"
"2020-06_south-west_stereo-BRUVs","09",114.916105,-34.119541,43.8,0,"20200602","2020-06_south-west_stereo-BRUVs.09","BOSS"
"2020-06_south-west_stereo-BRUVs","10",114.918685,-34.117294,45.7,1,"20200602","2020-06_south-west_stereo-BRUVs.10","BOSS"
"2020-06_south-west_stereo-BRUVs","11",114.92306,-34.117752,45.08,1,"20200602","2020-06_south-west_stereo-BRUVs.11","BOSS"
"2020-06_south-west_stereo-BRUVs","12",114.928545,-34.132262,40.1,2,"20200602","2020-06_south-west_stereo-BRUVs.12","BOSS"
"2020-06_south-west_stereo-BRUVs","13",114.930547,-34.128506,45.2,0,"20200602","2020-06_south-west_stereo-BRUVs.13","BOSS"
"2020-06_south-west_stereo-BRUVs","14",114.925457,-34.128381,35,5,"20200602","2020-06_south-west_stereo-BRUVs.14","BOSS"
"2020-06_south-west_stereo-BRUVs","15",114.91032,-34.125012,43,0,"20200602","2020-06_south-west_stereo-BRUVs.15","BOSS"
"2020-06_south-west_stereo-BRUVs","16",114.906548,-34.126181,40.9,0,"20200602","2020-06_south-west_stereo-BRUVs.16","BOSS"
"2020-06_south-west_stereo-BRUVs","17",114.92083,-34.132142,40.2,0,"20200602","2020-06_south-west_stereo-BRUVs.17","BOSS"
"2020-06_south-west_stereo-BRUVs","18",114.924078,-34.128679,35.8,1,"20200602","2020-06_south-west_stereo-BRUVs.18","BOSS"
"2020-06_south-west_stereo-BRUVs","20",114.820233,-34.130219,51.7,0,"20200603","2020-06_south-west_stereo-BRUVs.20","BOSS"
"2020-06_south-west_stereo-BRUVs","21",114.817448,-34.128151,52.4,0,"20200603","2020-06_south-west_stereo-BRUVs.21","BOSS"
"2020-06_south-west_stereo-BRUVs","22",114.819552,-34.126271,51.9,0,"20200603","2020-06_south-west_stereo-BRUVs.22","BOSS"
"2020-06_south-west_stereo-BRUVs","23",114.817017,-34.124217,51.3,1,"20200603","2020-06_south-west_stereo-BRUVs.23","BOSS"
"2020-06_south-west_stereo-BRUVs","24",114.826402,-34.118739,49.8,0,"20200603","2020-06_south-west_stereo-BRUVs.24","BOSS"
"2020-06_south-west_stereo-BRUVs","25",114.828432,-34.116829,48.4,0,"20200603","2020-06_south-west_stereo-BRUVs.25","BOSS"
"2020-06_south-west_stereo-BRUVs","26",114.828907,-34.120881,48.4,0,"20200603","2020-06_south-west_stereo-BRUVs.26","BOSS"
"2020-06_south-west_stereo-BRUVs","27",114.832898,-34.121824,47.8,0,"20200603","2020-06_south-west_stereo-BRUVs.27","BOSS"
"2020-06_south-west_stereo-BRUVs","28",114.852137,-34.112916,44.7,0,"20200603","2020-06_south-west_stereo-BRUVs.28","BOSS"
"2020-06_south-west_stereo-BRUVs","29",114.855648,-34.111084,43,0,"20200603","2020-06_south-west_stereo-BRUVs.29","BOSS"
"2020-06_south-west_stereo-BRUVs","30",114.85946,-34.112094,42.9,1,"20200603","2020-06_south-west_stereo-BRUVs.30","BOSS"
"2020-06_south-west_stereo-BRUVs","31",114.860738,-34.116007,44.4,0,"20200603","2020-06_south-west_stereo-BRUVs.31","BOSS"
"2020-06_south-west_stereo-BRUVs","32",114.86109,-34.130076,43.2,0,"20200603","2020-06_south-west_stereo-BRUVs.32","BOSS"
"2020-06_south-west_stereo-BRUVs","33",114.8627,-34.133067,43.6,1,"20200603","2020-06_south-west_stereo-BRUVs.33","BOSS"
"2020-06_south-west_stereo-BRUVs","34",114.866053,-34.131334,42.7,0,"20200603","2020-06_south-west_stereo-BRUVs.34","BOSS"
"2020-06_south-west_stereo-BRUVs","35",114.869348,-34.134801,43.8,0,"20200603","2020-06_south-west_stereo-BRUVs.35","BOSS"
"2020-06_south-west_stereo-BRUVs","36",114.878263,-34.130484,42.2,0,"20200603","2020-06_south-west_stereo-BRUVs.36","BOSS"
"2020-06_south-west_stereo-BRUVs","37",114.878937,-34.126354,41.2,1,"20200603","2020-06_south-west_stereo-BRUVs.37","BOSS"
"2020-06_south-west_stereo-BRUVs","38",114.883938,-34.127912,41.8,0,"20200603","2020-06_south-west_stereo-BRUVs.38","BOSS"
"2020-06_south-west_stereo-BRUVs","39",114.884797,-34.132294,42.2,2,"20200603","2020-06_south-west_stereo-BRUVs.39","BOSS"
"2020-06_south-west_stereo-BRUVs","40",114.880443,-34.133669,41.2,2,"20200603","2020-06_south-west_stereo-BRUVs.40","BOSS"
"2020-10_south-west_stereo-BRUVs","FH10",114.8863721,-33.98618897,42.9,5,"20201013","2020-10_south-west_stereo-BRUVs.FH10","BRUV"
"2020-10_south-west_stereo-BRUVs","FH102",114.9288721,-33.68868897,44.1,0,"20201017","2020-10_south-west_stereo-BRUVs.FH102","BRUV"
"2020-10_south-west_stereo-BRUVs","FH106",114.8163721,-33.78868897,47.1,0,"20201012","2020-10_south-west_stereo-BRUVs.FH106","BRUV"
"2020-10_south-west_stereo-BRUVs","FH108",114.9238721,-33.76118897,44.7,0,"20201017","2020-10_south-west_stereo-BRUVs.FH108","BRUV"
"2020-10_south-west_stereo-BRUVs","FH109",114.9088721,-33.91618897,45.9,7,"20201029","2020-10_south-west_stereo-BRUVs.FH109","BRUV"
"2020-10_south-west_stereo-BRUVs","FH11",114.9388721,-33.89868897,42.3,0,"20201029","2020-10_south-west_stereo-BRUVs.FH11","BRUV"
"2020-10_south-west_stereo-BRUVs","FH110",114.8213721,-33.80868897,44.7,1,"20201012","2020-10_south-west_stereo-BRUVs.FH110","BRUV"
"2020-10_south-west_stereo-BRUVs","FH111",114.8788721,-33.98618897,41.4,3,"20201013","2020-10_south-west_stereo-BRUVs.FH111","BRUV"
"2020-10_south-west_stereo-BRUVs","FH113",114.7963721,-33.72368897,45,12,"20201012","2020-10_south-west_stereo-BRUVs.FH113","BRUV"
"2020-10_south-west_stereo-BRUVs","FH12",114.8963721,-33.91868897,46.1,4,"20201029","2020-10_south-west_stereo-BRUVs.FH12","BRUV"
"2020-10_south-west_stereo-BRUVs","FH14",114.8713721,-33.76618897,44.4,0,"20201017","2020-10_south-west_stereo-BRUVs.FH14","BRUV"
"2020-10_south-west_stereo-BRUVs","FH15",114.8063721,-33.68868897,48,0,"20201012","2020-10_south-west_stereo-BRUVs.FH15","BRUV"
"2020-10_south-west_stereo-BRUVs","FH16",114.8563721,-33.90118897,43.1,8,"20201013","2020-10_south-west_stereo-BRUVs.FH16","BRUV"
"2020-10_south-west_stereo-BRUVs","FH17",114.8763721,-33.83368897,42.9,0,"20201012","2020-10_south-west_stereo-BRUVs.FH17","BRUV"
"2020-10_south-west_stereo-BRUVs","FH18",114.8213721,-33.79118897,43.5,0,"20201012","2020-10_south-west_stereo-BRUVs.FH18","BRUV"
"2020-10_south-west_stereo-BRUVs","FH2",114.8913721,-33.91868897,43.9,7,"20201029","2020-10_south-west_stereo-BRUVs.FH2","BRUV"
"2020-10_south-west_stereo-BRUVs","FH20",114.8738721,-33.78618897,43.1,1,"20201017","2020-10_south-west_stereo-BRUVs.FH20","BRUV"
"2020-10_south-west_stereo-BRUVs","FH21",114.8088721,-33.79368897,45,5,"20201012","2020-10_south-west_stereo-BRUVs.FH21","BRUV"
"2020-10_south-west_stereo-BRUVs","FH23",114.8288721,-33.94618897,44.2,10,"20201013","2020-10_south-west_stereo-BRUVs.FH23","BRUV"
"2020-10_south-west_stereo-BRUVs","FH24",114.8438721,-33.66868897,47.6,0,"20201012","2020-10_south-west_stereo-BRUVs.FH24","BRUV"
"2020-10_south-west_stereo-BRUVs","FH25",114.8163721,-33.87868897,45.4,5,"20201013","2020-10_south-west_stereo-BRUVs.FH25","BRUV"
"2020-10_south-west_stereo-BRUVs","FH26",114.8288721,-33.81118897,44.1,0,"20201012","2020-10_south-west_stereo-BRUVs.FH26","BRUV"
"2020-10_south-west_stereo-BRUVs","FH27",114.8713721,-33.83618897,42.9,1,"20201012","2020-10_south-west_stereo-BRUVs.FH27","BRUV"
"2020-10_south-west_stereo-BRUVs","FH28",114.9338721,-33.76368897,44.7,0,"20201017","2020-10_south-west_stereo-BRUVs.FH28","BRUV"
"2020-10_south-west_stereo-BRUVs","FH30",114.8888721,-33.75118897,46.2,0,"20201017","2020-10_south-west_stereo-BRUVs.FH30","BRUV"
"2020-10_south-west_stereo-BRUVs","FH31",114.8238721,-33.67368897,45.4,0,"20201012","2020-10_south-west_stereo-BRUVs.FH31","BRUV"
"2020-10_south-west_stereo-BRUVs","FH32",114.9463721,-33.69618897,42.9,0,"20201017","2020-10_south-west_stereo-BRUVs.FH32","BRUV"
"2020-10_south-west_stereo-BRUVs","FH33",114.8263721,-33.70868897,42.3,5,"20201012","2020-10_south-west_stereo-BRUVs.FH33","BRUV"
"2020-10_south-west_stereo-BRUVs","FH34",114.8838721,-33.78618897,44.8,2,"20201017","2020-10_south-west_stereo-BRUVs.FH34","BRUV"
"2020-10_south-west_stereo-BRUVs","FH35",114.9313721,-33.88368897,45.2,0,"20201029","2020-10_south-west_stereo-BRUVs.FH35","BRUV"
"2020-10_south-west_stereo-BRUVs","FH37",114.8138721,-33.71118897,44.2,1,"20201012","2020-10_south-west_stereo-BRUVs.FH37","BRUV"
"2020-10_south-west_stereo-BRUVs","FH39",114.9313721,-33.90368897,44.8,0,"20201029","2020-10_south-west_stereo-BRUVs.FH39","BRUV"
"2020-10_south-west_stereo-BRUVs","FH40",114.8888721,-33.92368897,42.9,0,"20201029","2020-10_south-west_stereo-BRUVs.FH40","BRUV"
"2020-10_south-west_stereo-BRUVs","FH41",114.8388721,-33.67118897,44.1,14,"20201012","2020-10_south-west_stereo-BRUVs.FH41","BRUV"
"2020-10_south-west_stereo-BRUVs","FH42",114.8113721,-33.88118897,45.7,6,"20201013","2020-10_south-west_stereo-BRUVs.FH42","BRUV"
"2020-10_south-west_stereo-BRUVs","FH44",114.8638721,-33.77118897,43.3,10,"20201017","2020-10_south-west_stereo-BRUVs.FH44","BRUV"
"2020-10_south-west_stereo-BRUVs","FH45",114.7988721,-33.69368897,47.6,4,"20201012","2020-10_south-west_stereo-BRUVs.FH45","BRUV"
"2020-10_south-west_stereo-BRUVs","FH46",114.9288721,-33.76618897,44.9,0,"20201017","2020-10_south-west_stereo-BRUVs.FH46","BRUV"
"2020-10_south-west_stereo-BRUVs","FH47",114.8488721,-33.90618897,43.5,5,"20201013","2020-10_south-west_stereo-BRUVs.FH47","BRUV"
"2020-10_south-west_stereo-BRUVs","FH48",114.8138721,-33.79618897,48.5,3,"20201012","2020-10_south-west_stereo-BRUVs.FH48","BRUV"
"2020-10_south-west_stereo-BRUVs","FH49",114.9163721,-33.92118897,43.9,0,"20201029","2020-10_south-west_stereo-BRUVs.FH49","BRUV"
"2020-10_south-west_stereo-BRUVs","FH5",114.9413721,-33.69368897,44.5,10,"20201017","2020-10_south-west_stereo-BRUVs.FH5","BRUV"
"2020-10_south-west_stereo-BRUVs","FH50",114.9313721,-33.68118897,44.6,0,"20201017","2020-10_south-west_stereo-BRUVs.FH50","BRUV"
"2020-10_south-west_stereo-BRUVs","FH51",114.8538721,-33.90618897,43,18,"20201013","2020-10_south-west_stereo-BRUVs.FH51","BRUV"
"2020-10_south-west_stereo-BRUVs","FH52",114.8888721,-33.99118897,42.1,8,"20201013","2020-10_south-west_stereo-BRUVs.FH52","BRUV"
"2020-10_south-west_stereo-BRUVs","FH54",114.9388721,-33.76618897,43.2,0,"20201017","2020-10_south-west_stereo-BRUVs.FH54","BRUV"
"2020-10_south-west_stereo-BRUVs","FH55",114.9088721,-33.92368897,44.9,0,"20201029","2020-10_south-west_stereo-BRUVs.FH55","BRUV"
"2020-10_south-west_stereo-BRUVs","FH56",114.8663721,-33.83118897,43.5,5,"20201012","2020-10_south-west_stereo-BRUVs.FH56","BRUV"
"2020-10_south-west_stereo-BRUVs","FH57",114.8113721,-33.78868897,45.8,1,"20201012","2020-10_south-west_stereo-BRUVs.FH57","BRUV"
"2020-10_south-west_stereo-BRUVs","FH58",114.8413721,-33.66368897,45.1,3,"20201012","2020-10_south-west_stereo-BRUVs.FH58","BRUV"
"2020-10_south-west_stereo-BRUVs","FH59",114.8188721,-33.66868897,44.6,0,"20201012","2020-10_south-west_stereo-BRUVs.FH59","BRUV"
"2020-10_south-west_stereo-BRUVs","FH6",114.8213721,-33.70618897,46,3,"20201012","2020-10_south-west_stereo-BRUVs.FH6","BRUV"
"2020-10_south-west_stereo-BRUVs","FH60",114.8213721,-33.81618897,44.5,1,"20201012","2020-10_south-west_stereo-BRUVs.FH60","BRUV"
"2020-10_south-west_stereo-BRUVs","FH61",114.8638721,-33.84118897,43.9,11,"20201012","2020-10_south-west_stereo-BRUVs.FH61","BRUV"
"2020-10_south-west_stereo-BRUVs","FH62",114.8813721,-33.75618897,45.1,2,"20201017","2020-10_south-west_stereo-BRUVs.FH62","BRUV"
"2020-10_south-west_stereo-BRUVs","FH63",114.8163721,-33.67868897,46.3,0,"20201012","2020-10_south-west_stereo-BRUVs.FH63","BRUV"
"2020-10_south-west_stereo-BRUVs","FH64",114.9388721,-33.70118897,44.2,0,"20201017","2020-10_south-west_stereo-BRUVs.FH64","BRUV"
"2020-10_south-west_stereo-BRUVs","FH65",114.8188721,-33.71368897,45.7,0,"20201012","2020-10_south-west_stereo-BRUVs.FH65","BRUV"
"2020-10_south-west_stereo-BRUVs","FH66",114.9363721,-33.90618897,41.8,16,"20201029","2020-10_south-west_stereo-BRUVs.FH66","BRUV"
"2020-10_south-west_stereo-BRUVs","FH67",114.9238721,-33.88868897,46.1,0,"20201029","2020-10_south-west_stereo-BRUVs.FH67","BRUV"
"2020-10_south-west_stereo-BRUVs","FH68",114.8288721,-33.95118897,44.5,4,"20201013","2020-10_south-west_stereo-BRUVs.FH68","BRUV"
"2020-10_south-west_stereo-BRUVs","FH69",114.8038721,-33.69618897,46.9,4,"20201012","2020-10_south-west_stereo-BRUVs.FH69","BRUV"
"2020-10_south-west_stereo-BRUVs","FH7",114.8788721,-33.78368897,45,4,"20201017","2020-10_south-west_stereo-BRUVs.FH7","BRUV"
"2020-10_south-west_stereo-BRUVs","FH70",114.8463721,-33.67368897,48.6,0,"20201012","2020-10_south-west_stereo-BRUVs.FH70","BRUV"
"2020-10_south-west_stereo-BRUVs","FH71",114.8188721,-33.88368897,45.3,7,"20201013","2020-10_south-west_stereo-BRUVs.FH71","BRUV"
"2020-10_south-west_stereo-BRUVs","FH72",114.9288721,-33.88868897,44.1,0,"20201029","2020-10_south-west_stereo-BRUVs.FH72","BRUV"
"2020-10_south-west_stereo-BRUVs","FH74",114.8063721,-33.73118897,44.9,14,"20201012","2020-10_south-west_stereo-BRUVs.FH74","BRUV"
"2020-10_south-west_stereo-BRUVs","FH77",114.8763721,-33.99618897,42,1,"20201013","2020-10_south-west_stereo-BRUVs.FH77","BRUV"
"2020-10_south-west_stereo-BRUVs","FH78",114.9163721,-33.89118897,45.8,0,"20201029","2020-10_south-west_stereo-BRUVs.FH78","BRUV"
"2020-10_south-west_stereo-BRUVs","FH79",114.8088721,-33.88618897,44.9,11,"20201013","2020-10_south-west_stereo-BRUVs.FH79","BRUV"
"2020-10_south-west_stereo-BRUVs","FH8",114.8013721,-33.72368897,43.9,10,"20201012","2020-10_south-west_stereo-BRUVs.FH8","BRUV"
"2020-10_south-west_stereo-BRUVs","FH82",114.9238721,-33.68618897,44.8,0,"20201017","2020-10_south-west_stereo-BRUVs.FH82","BRUV"
"2020-10_south-west_stereo-BRUVs","FH83",114.8463721,-33.91118897,40.9,0,"20201013","2020-10_south-west_stereo-BRUVs.FH83","BRUV"
"2020-10_south-west_stereo-BRUVs","FH84",114.7988721,-33.73368897,45.6,4,"20201012","2020-10_south-west_stereo-BRUVs.FH84","BRUV"
"2020-10_south-west_stereo-BRUVs","FH85",114.9138721,-33.92618897,44.7,0,"20201029","2020-10_south-west_stereo-BRUVs.FH85","BRUV"
"2020-10_south-west_stereo-BRUVs","FH87",114.8938721,-33.92868897,43.8,7,"20201029","2020-10_south-west_stereo-BRUVs.FH87","BRUV"
"2020-10_south-west_stereo-BRUVs","FH89",114.8013721,-33.68618897,45.7,0,"20201012","2020-10_south-west_stereo-BRUVs.FH89","BRUV"
"2020-10_south-west_stereo-BRUVs","FH9",114.8513721,-33.90118897,43.6,0,"20201013","2020-10_south-west_stereo-BRUVs.FH9","BRUV"
"2020-10_south-west_stereo-BRUVs","FH92",114.8713721,-33.84368897,44.2,6,"20201012","2020-10_south-west_stereo-BRUVs.FH92","BRUV"
"2020-10_south-west_stereo-BRUVs","FH93",114.8688721,-33.77618897,43.3,24,"20201017","2020-10_south-west_stereo-BRUVs.FH93","BRUV"
"2020-10_south-west_stereo-BRUVs","FH94",114.9413721,-33.90868897,41.9,0,"20201029","2020-10_south-west_stereo-BRUVs.FH94","BRUV"
"2020-10_south-west_stereo-BRUVs","FH95",114.8913721,-33.75868897,46.8,0,"20201017","2020-10_south-west_stereo-BRUVs.FH95","BRUV"
"2020-10_south-west_stereo-BRUVs","FH96",114.8338721,-33.81868897,44.9,6,"20201012","2020-10_south-west_stereo-BRUVs.FH96","BRUV"
"2020-10_south-west_stereo-BRUVs","FH99",114.8363721,-33.95368897,43.5,0,"20201013","2020-10_south-west_stereo-BRUVs.FH99","BRUV"
"2020-10_south-west_stereo-BRUVs","FHA",114.937827,-33.683135,44.6,0,"20201017","2020-10_south-west_stereo-BRUVs.FHA","BRUV"
"2020-10_south-west_stereo-BRUVs","FHB",114.957127,-33.681655,41.3,0,"20201017","2020-10_south-west_stereo-BRUVs.FHB","BRUV"
"2020-10_south-west_stereo-BRUVs","FHC",114.965092,-33.680718,36.2,0,"20201017","2020-10_south-west_stereo-BRUVs.FHC","BRUV"
"2020-10_south-west_stereo-BRUVs","FHCO1",114.809825,-33.669869,44.8,0,"20201012","2020-10_south-west_stereo-BRUVs.FHCO1","BRUV"
"2020-10_south-west_stereo-BRUVs","FHCO2",114.813293,-33.72358,42,6,"20201012","2020-10_south-west_stereo-BRUVs.FHCO2","BRUV"
"2020-10_south-west_stereo-BRUVs","FHCO3",114.819555,-33.948622,44.5,15,"20201013","2020-10_south-west_stereo-BRUVs.FHCO3","BRUV"
"2020-10_south-west_stereo-BRUVs","FHD",114.958507,-33.686897,39.5,0,"20201017","2020-10_south-west_stereo-BRUVs.FHD","BRUV"
"2020-10_south-west_stereo-BRUVs","FHE",114.951172,-33.687267,42.3,0,"20201017","2020-10_south-west_stereo-BRUVs.FHE","BRUV"
"2020-10_south-west_stereo-BRUVs","IO1",114.7788721,-34.07868897,64.6,0,"20201015","2020-10_south-west_stereo-BRUVs.IO1","BRUV"
"2020-10_south-west_stereo-BRUVs","IO100",114.9088721,-34.07618897,43.6,0,"20201029","2020-10_south-west_stereo-BRUVs.IO100","BRUV"
"2020-10_south-west_stereo-BRUVs","IO101",114.8963721,-34.07868897,43.5,0,"20201029","2020-10_south-west_stereo-BRUVs.IO101","BRUV"
"2020-10_south-west_stereo-BRUVs","IO102",114.9113721,-34.07118897,45.2,16,"20201029","2020-10_south-west_stereo-BRUVs.IO102","BRUV"
"2020-10_south-west_stereo-BRUVs","IO105",114.6688721,-34.06368897,139,0,"20201023","2020-10_south-west_stereo-BRUVs.IO105","BRUV"
"2020-10_south-west_stereo-BRUVs","IO107",114.6763721,-34.06368897,137,0,"20201023","2020-10_south-west_stereo-BRUVs.IO107","BRUV"
"2020-10_south-west_stereo-BRUVs","IO108",114.6688721,-34.05118897,138,0,"20201023","2020-10_south-west_stereo-BRUVs.IO108","BRUV"
"2020-10_south-west_stereo-BRUVs","IO109",114.6738721,-34.05618897,138,0,"20201023","2020-10_south-west_stereo-BRUVs.IO109","BRUV"
"2020-10_south-west_stereo-BRUVs","IO110",114.7288721,-34.14118897,128,0,"20201022","2020-10_south-west_stereo-BRUVs.IO110","BRUV"
"2020-10_south-west_stereo-BRUVs","IO113",114.7388721,-34.05868897,111,0,"20201023","2020-10_south-west_stereo-BRUVs.IO113","BRUV"
"2020-10_south-west_stereo-BRUVs","IO115",114.7363721,-34.05368897,112,0,"20201023","2020-10_south-west_stereo-BRUVs.IO115","BRUV"
"2020-10_south-west_stereo-BRUVs","IO117",114.7388721,-34.06368897,115,0,"20201023","2020-10_south-west_stereo-BRUVs.IO117","BRUV"
"2020-10_south-west_stereo-BRUVs","IO119",114.9038721,-34.07618897,43.8,0,"20201029","2020-10_south-west_stereo-BRUVs.IO119","BRUV"
"2020-10_south-west_stereo-BRUVs","IO122",114.8263721,-34.11618897,57.4,0,"20201015","2020-10_south-west_stereo-BRUVs.IO122","BRUV"
"2020-10_south-west_stereo-BRUVs","IO123",114.8188721,-34.10618897,49.1,0,"20201015","2020-10_south-west_stereo-BRUVs.IO123","BRUV"
"2020-10_south-west_stereo-BRUVs","IO125",114.8263721,-34.10868897,55.8,0,"20201015","2020-10_south-west_stereo-BRUVs.IO125","BRUV"
"2020-10_south-west_stereo-BRUVs","IO126",114.8188721,-34.11368897,58.2,4,"20201015","2020-10_south-west_stereo-BRUVs.IO126","BRUV"
"2020-10_south-west_stereo-BRUVs","IO130",114.8763721,-33.98118897,41.1,2,"20201013","2020-10_south-west_stereo-BRUVs.IO130","BRUV"
"2020-10_south-west_stereo-BRUVs","IO132",114.8713721,-33.99118897,42.6,7,"20201013","2020-10_south-west_stereo-BRUVs.IO132","BRUV"
"2020-10_south-west_stereo-BRUVs","IO133",114.8663721,-33.99118897,40.8,15,"20201013","2020-10_south-west_stereo-BRUVs.IO133","BRUV"
"2020-10_south-west_stereo-BRUVs","IO134",114.8613721,-33.98368897,41.2,4,"20201013","2020-10_south-west_stereo-BRUVs.IO134","BRUV"
"2020-10_south-west_stereo-BRUVs","IO145",114.8238721,-33.98618897,45.5,1,"20201013","2020-10_south-west_stereo-BRUVs.IO145","BRUV"
"2020-10_south-west_stereo-BRUVs","IO146",114.8213721,-33.97618897,45.7,1,"20201013","2020-10_south-west_stereo-BRUVs.IO146","BRUV"
"2020-10_south-west_stereo-BRUVs","IO147",114.8313721,-33.98118897,44,1,"20201013","2020-10_south-west_stereo-BRUVs.IO147","BRUV"
"2020-10_south-west_stereo-BRUVs","IO148",114.5963721,-34.01118897,140,0,"20201123","2020-10_south-west_stereo-BRUVs.IO148","BRUV"
"2020-10_south-west_stereo-BRUVs","IO15",114.8663721,-34.06118897,40.8,16,"20201016","2020-10_south-west_stereo-BRUVs.IO15","BRUV"
"2020-10_south-west_stereo-BRUVs","IO152",114.8688721,-33.98118897,41.2,2,"20201013","2020-10_south-west_stereo-BRUVs.IO152","BRUV"
"2020-10_south-west_stereo-BRUVs","IO153",114.8888721,-34.04618897,42.6,0,"20201016","2020-10_south-west_stereo-BRUVs.IO153","BRUV"
"2020-10_south-west_stereo-BRUVs","IO155",114.8838721,-34.04368897,41.9,0,"20201016","2020-10_south-west_stereo-BRUVs.IO155","BRUV"
"2020-10_south-west_stereo-BRUVs","IO157",114.8238721,-33.97118897,45.6,0,"20201013","2020-10_south-west_stereo-BRUVs.IO157","BRUV"
